Car_id,Company,Model
C_CND_004692,Honda,Accord
C_CND_004693,Toyota,Sienna
C_CND_004694,Audi,A6
C_CND_004695,Mercedes-B,E-Class
C_CND_004696,Infiniti,I30
C_CND_004697,Lexus,LS400
C_CND_004698,Ford,Crown Victoria
C_CND_004699,BMW,528i
C_CND_004700,BMW,323i
C_CND_004701,Mercedes-B,SLK230
C_CND_004702,Oldsmobile,Bravada
C_CND_004703,Audi,A6
C_CND_004704,Dodge,Avenger
C_CND_004705,Pontiac,Grand Am
C_CND_004706,Mitsubishi,Montero Sport
C_CND_004707,Mitsubishi,Eclipse
C_CND_004708,Subaru,Forester
C_CND_004709,Pontiac,Grand Prix
C_CND_004710,Plymouth,Neon
C_CND_004711,Chrysler,300M
C_CND_004712,Toyota,Tacoma
C_CND_004713,Mercedes-B,C-Class
C_CND_004714,Mercury,Sable
C_CND_004715,Oldsmobile,Silhouette
C_CND_004716,Porsche,Carrera Cabrio
C_CND_004717,Oldsmobile,Aurora
C_CND_004718,Lexus,LS400
C_CND_004719,Toyota,Tacoma
C_CND_004720,Porsche,Boxter
C_CND_004721,Volvo,V70
C_CND_004722,Ford,Taurus
C_CND_004723,Jaguar,S-Type
C_CND_004724,Lincoln,Town car
C_CND_004725,Pontiac,Firebird
C_CND_004726,Chevrolet,Prizm
C_CND_004727,Nissan,Xterra
C_CND_004728,Acura,TL
C_CND_004729,Lexus,LS400
C_CND_004730,Mitsubishi,3000GT
C_CND_004731,Acura,RL
C_CND_004732,Dodge,Avenger
C_CND_004733,Toyota,Camry
C_CND_004734,Mercedes-B,S-Class
C_CND_004735,Acura,RL
C_CND_004736,Chevrolet,Metro
C_CND_004737,Ford,Focus
C_CND_004738,Chevrolet,Corvette
C_CND_004739,Jeep,Cherokee
C_CND_004740,Cadillac,Seville
C_CND_004741,Mitsubishi,3000GT
C_CND_004742,Mitsubishi,Eclipse
C_CND_004743,Lexus,GS300
C_CND_004744,Chrysler,LHS
C_CND_004745,Chevrolet,Malibu
C_CND_004746,Pontiac,Sunfire
C_CND_004747,Ford,Ranger
C_CND_004748,Lexus,GS400
C_CND_004749,Toyota,Corolla
C_CND_004750,Volkswagen,Passat
C_CND_004751,Ford,Expedition
C_CND_004752,Dodge,Durango
C_CND_004753,Mitsubishi,Diamante
C_CND_004754,Chevrolet,Corvette
C_CND_004755,Chevrolet,Prizm
C_CND_004756,Chrysler,Concorde
C_CND_004757,Volkswagen,Golf
C_CND_004758,Nissan,Pathfinder
C_CND_004759,Volkswagen,Cabrio
C_CND_004760,Ford,Ranger
C_CND_004761,Lincoln,Town car
C_CND_004762,Mitsubishi,Diamante
C_CND_004763,Acura,RL
C_CND_004764,Hyundai,Elantra
C_CND_004765,Mercedes-B,S-Class
C_CND_004766,Volkswagen,Passat
C_CND_004767,Volkswagen,Beetle
C_CND_004768,Chevrolet,Malibu
C_CND_004769,Subaru,Forester
C_CND_004770,Hyundai,Sonata
C_CND_004771,Dodge,Durango
C_CND_004772,Mitsubishi,Montero Sport
C_CND_004773,Dodge,Ram Van
C_CND_004774,Oldsmobile,Aurora
C_CND_004775,Chevrolet,Corvette
C_CND_004776,Saab,3-Sep
C_CND_004777,Toyota,RAV4
C_CND_004778,Mercury,Cougar
C_CND_004779,Audi,A6
C_CND_004780,Ford,Expedition
C_CND_004781,Toyota,Celica
C_CND_004782,Porsche,Carrera Coupe
C_CND_004783,Dodge,Ram Pickup
C_CND_004784,Oldsmobile,Bravada
C_CND_004785,Mitsubishi,Montero Sport
C_CND_004786,Lincoln,Town car
C_CND_004787,BMW,323i
C_CND_004788,Saturn,LW
C_CND_004789,Pontiac,Grand Prix
C_CND_004790,Mercedes-B,C-Class
C_CND_004791,Ford,Contour
C_CND_004792,Saab,3-Sep
C_CND_004793,Ford,Expedition
C_CND_004794,Jeep,Wrangler
C_CND_004795,Audi,A4
C_CND_004796,Toyota,Sienna
C_CND_004797,Toyota,Celica
C_CND_004798,Volkswagen,Jetta
C_CND_004799,Toyota,Camry
C_CND_004800,Mercury,Cougar
C_CND_004801,Volkswagen,Jetta
C_CND_004802,BMW,528i
C_CND_004803,Dodge,Ram Pickup
C_CND_004804,Chrysler,Town & Country
C_CND_004805,Chevrolet,Camaro
C_CND_004806,Chevrolet,Corvette
C_CND_004807,Pontiac,Sunfire
C_CND_004808,Mercedes-B,S-Class
C_CND_004809,Chrysler,Concorde
C_CND_004810,Mitsubishi,Diamante
C_CND_004811,Chrysler,LHS
C_CND_004812,Saab,3-Sep
C_CND_004813,Pontiac,Grand Prix
C_CND_004814,Pontiac,Grand Prix
C_CND_004815,Lincoln,Town car
C_CND_004816,Saturn,LS
C_CND_004817,Saturn,LS
C_CND_004818,Pontiac,Grand Am
C_CND_004819,Audi,A6
C_CND_004820,Nissan,Sentra
C_CND_004821,Dodge,Ram Van
C_CND_004822,Chevrolet,Impala
C_CND_004823,Saturn,SC
C_CND_004824,Chevrolet,Monte Carlo
C_CND_004825,Mercedes-B,SLK
C_CND_004826,Acura,RL
C_CND_004827,Plymouth,Prowler
C_CND_004828,Dodge,Ram Van
C_CND_004829,Oldsmobile,Cutlass
C_CND_004830,Volkswagen,Jetta
C_CND_004831,Audi,A6
C_CND_004832,Lexus,RX300
C_CND_004833,Chevrolet,Malibu
C_CND_004834,Lincoln,Town car
C_CND_004835,Buick,Park Avenue
C_CND_004836,Plymouth,Voyager
C_CND_004837,Ford,Explorer
C_CND_004838,Chevrolet,Metro
C_CND_004839,Mercury,Grand Marquis
C_CND_004840,Mitsubishi,Diamante
C_CND_004841,Lexus,GS300
C_CND_004842,BMW,323i
C_CND_004843,Lexus,GS400
C_CND_004844,Honda,CR-V
C_CND_004845,Lincoln,Continental
C_CND_004846,Honda,Accord
C_CND_004847,Plymouth,Prowler
C_CND_004848,Toyota,RAV4
C_CND_004849,Chevrolet,Monte Carlo
C_CND_004850,Honda,CR-V
C_CND_004851,Lincoln,Navigator
C_CND_004852,Nissan,Frontier
C_CND_004853,Volkswagen,Jetta
C_CND_004854,Mercury,Villager
C_CND_004855,Mitsubishi,3000GT
C_CND_004856,Chevrolet,Prizm
C_CND_004857,Mercedes-B,E-Class
C_CND_004858,Volkswagen,Cabrio
C_CND_004859,Ford,Contour
C_CND_004860,Saturn,SW
C_CND_004861,BMW,328i
C_CND_004862,Volvo,S70
C_CND_004863,Acura,TL
C_CND_004864,Dodge,Intrepid
C_CND_004865,Saturn,LS
C_CND_004866,Plymouth,Neon
C_CND_004867,Acura,RL
C_CND_004868,Toyota,Sienna
C_CND_004869,Toyota,Corolla
C_CND_004870,Toyota,Camry
C_CND_004871,Dodge,Viper
C_CND_004872,Mercedes-B,SLK230
C_CND_004873,Jeep,Grand Cherokee
C_CND_004874,Mitsubishi,Eclipse
C_CND_004875,Hyundai,Elantra
C_CND_004876,Oldsmobile,Cutlass
C_CND_004877,Mitsubishi,3000GT
C_CND_004878,Nissan,Altima
C_CND_004879,BMW,528i
C_CND_004880,Honda,Accord
C_CND_004881,Volvo,V70
C_CND_004882,Ford,Taurus
C_CND_004883,Jaguar,S-Type
C_CND_004884,Lincoln,Town car
C_CND_004885,Saturn,SC
C_CND_004886,Audi,A6
C_CND_004887,Ford,Expedition
C_CND_004888,Toyota,Celica
C_CND_004889,Mercedes-B,SL-Class
C_CND_004890,Acura,TL
C_CND_004891,Ford,Focus
C_CND_004892,Audi,A6
C_CND_004893,Chrysler,Town & Country
C_CND_004894,Dodge,Ram Pickup
C_CND_004895,Oldsmobile,Silhouette
C_CND_004896,Nissan,Pathfinder
C_CND_004897,Ford,Windstar
C_CND_004898,Mercury,Sable
C_CND_004899,Toyota,Land Cruiser
C_CND_004900,Buick,Park Avenue
C_CND_004901,Dodge,Ram Pickup
C_CND_004902,Mercedes-B,S-Class
C_CND_004903,Porsche,Carrera Coupe
C_CND_004904,Ford,Mustang
C_CND_004905,Volvo,S80
C_CND_004906,Chrysler,Sebring Coupe
C_CND_004907,Ford,Ranger
C_CND_004908,Mercedes-B,C-Class
C_CND_004909,Oldsmobile,Silhouette
C_CND_004910,Plymouth,Neon
C_CND_004911,Honda,Accord
C_CND_004912,Cadillac,Eldorado
C_CND_004913,Volkswagen,Jetta
C_CND_004914,Dodge,Stratus
C_CND_004915,Hyundai,Sonata
C_CND_004916,Dodge,Durango
C_CND_004917,Volkswagen,Passat
C_CND_004918,Ford,Focus
C_CND_004919,Volkswagen,Cabrio
C_CND_004920,Lincoln,Town car
C_CND_004921,Ford,Explorer
C_CND_004922,Honda,Accord
C_CND_004923,Ford,Taurus
C_CND_004924,Chevrolet,Metro
C_CND_004925,Toyota,Camry
C_CND_004926,Mercury,Sable
C_CND_004927,Lincoln,Town car
C_CND_004928,Chevrolet,Corvette
C_CND_004929,Chrysler,LHS
C_CND_004930,Mercedes-B,S-Class
C_CND_004931,Mitsubishi,Montero Sport
C_CND_004932,Ford,Windstar
C_CND_004933,Chevrolet,Prizm
C_CND_004934,Chevrolet,Prizm
C_CND_004935,Mercury,Mystique
C_CND_004936,Ford,Explorer
C_CND_004937,Toyota,Tacoma
C_CND_004938,Toyota,Tacoma
C_CND_004939,Lexus,LS400
C_CND_004940,Volvo,C70
C_CND_004941,Saturn,LW
C_CND_004942,Honda,Passport
C_CND_004943,Cadillac,Catera
C_CND_004944,Mitsubishi,3000GT
C_CND_004945,Dodge,Ram Van
C_CND_004946,Plymouth,Breeze
C_CND_004947,Oldsmobile,Bravada
C_CND_004948,Volkswagen,Beetle
C_CND_004949,Lincoln,Town car
C_CND_004950,BMW,323i
C_CND_004951,Oldsmobile,Silhouette
C_CND_004952,Mercedes-B,S-Class
C_CND_004953,Mercedes-B,M-Class
C_CND_004954,Porsche,Carrera Cabrio
C_CND_004955,Oldsmobile,Aurora
C_CND_004956,Chevrolet,Prizm
C_CND_004957,Chevrolet,Metro
C_CND_004958,Mercedes-B,C-Class
C_CND_004959,Toyota,Tacoma
C_CND_004960,Dodge,Ram Van
C_CND_004961,Chrysler,300M
C_CND_004962,Mercedes-B,SLK230
C_CND_004963,Lexus,LX470
C_CND_004964,Ford,Crown Victoria
C_CND_004965,Oldsmobile,Aurora
C_CND_004966,Mercury,Grand Marquis
C_CND_004967,Volvo,C70
C_CND_004968,Audi,A6
C_CND_004969,Dodge,Dakota
C_CND_004970,Lexus,LX470
C_CND_004971,Saturn,LW
C_CND_004972,Pontiac,Grand Prix
C_CND_004973,Mercedes-B,C-Class
C_CND_004974,Ford,Contour
C_CND_004975,Saab,3-Sep
C_CND_004976,Lexus,LS400
C_CND_004977,Volvo,S70
C_CND_004978,Porsche,Boxter
C_CND_004979,Acura,RL
C_CND_004980,Hyundai,Elantra
C_CND_004981,Mercedes-B,SL-Class
C_CND_004982,Pontiac,Grand Prix
C_CND_004983,Ford,Windstar
C_CND_004984,Chrysler,300M
C_CND_004985,Dodge,Caravan
C_CND_004986,Plymouth,Voyager
C_CND_004987,Mercedes-B,M-Class
C_CND_004988,Nissan,Pathfinder
C_CND_004989,Honda,Odyssey
C_CND_004990,Chrysler,LHS
C_CND_004991,Mercedes-B,S-Class
C_CND_004992,Lexus,LS400
C_CND_004993,Mercedes-B,SL-Class
C_CND_004994,Dodge,Viper
C_CND_004995,Volkswagen,Jetta
C_CND_004996,Ford,Expedition
C_CND_004997,Jeep,Wrangler
C_CND_004998,Saturn,LS
C_CND_004999,Pontiac,Grand Am
C_CND_005000,Mercury,Villager
C_CND_005001,Mitsubishi,3000GT
C_CND_005002,Ford,Focus
C_CND_005003,Mercedes-B,E-Class
C_CND_005004,Volkswagen,Cabrio
C_CND_005005,Ford,Contour
C_CND_005006,Mercedes-B,S-Class
C_CND_005007,Volkswagen,Passat
C_CND_005008,Chevrolet,Prizm
C_CND_005009,Chevrolet,Prizm
C_CND_005010,Toyota,Tacoma
C_CND_005011,Hyundai,Sonata
C_CND_005012,Dodge,Durango
C_CND_005013,Toyota,Tacoma
C_CND_005014,Dodge,Ram Van
C_CND_005015,Oldsmobile,Aurora
C_CND_005016,Buick,Park Avenue
C_CND_005017,Mitsubishi,Montero
C_CND_005018,Plymouth,Voyager
C_CND_005019,Acura,TL
C_CND_005020,Subaru,Forester
C_CND_005021,Oldsmobile,Bravada
C_CND_005022,Saturn,SW
C_CND_005023,Oldsmobile,Bravada
C_CND_005024,Dodge,Caravan
C_CND_005025,BMW,328i
C_CND_005026,Chevrolet,Lumina
C_CND_005027,Honda,Civic
C_CND_005028,Toyota,Tacoma
C_CND_005029,Acura,TL
C_CND_005030,Ford,Crown Victoria
C_CND_005031,Lexus,LS400
C_CND_005032,Ford,F-Series
C_CND_005033,Chevrolet,Camaro
C_CND_005034,Infiniti,I30
C_CND_005035,Dodge,Ram Pickup
C_CND_005036,Volkswagen,Jetta
C_CND_005037,Hyundai,Sonata
C_CND_005038,Dodge,Durango
C_CND_005039,Dodge,Durango
C_CND_005040,Subaru,Outback
C_CND_005041,Acura,Integra
C_CND_005042,Jaguar,S-Type
C_CND_005043,Honda,Accord
C_CND_005044,Volvo,S40
C_CND_005045,Audi,A4
C_CND_005046,Saturn,SW
C_CND_005047,BMW,328i
C_CND_005048,Chevrolet,Corvette
C_CND_005049,Saab,3-Sep
C_CND_005050,Plymouth,Neon
C_CND_005051,Jeep,Cherokee
C_CND_005052,Cadillac,Catera
C_CND_005053,Volvo,S70
C_CND_005054,Pontiac,Firebird
C_CND_005055,Toyota,Sienna
C_CND_005056,Chevrolet,Prizm
C_CND_005057,Acura,TL
C_CND_005058,Dodge,Intrepid
C_CND_005059,Chevrolet,Prizm
C_CND_005060,Volkswagen,Cabrio
C_CND_005061,Lincoln,Town car
C_CND_005062,Ford,Explorer
C_CND_005063,Toyota,RAV4
C_CND_005064,Mercury,Cougar
C_CND_005065,Lincoln,Town car
C_CND_005066,Saturn,LS
C_CND_005067,Lexus,GS400
C_CND_005068,Honda,CR-V
C_CND_005069,Lincoln,Continental
C_CND_005070,Oldsmobile,Silhouette
C_CND_005071,Volkswagen,Passat
C_CND_005072,Nissan,Frontier
C_CND_005073,Ford,Windstar
C_CND_005074,Nissan,Pathfinder
C_CND_005075,Plymouth,Neon
C_CND_005076,Dodge,Viper
C_CND_005077,Dodge,Viper
C_CND_005078,Mitsubishi,Montero Sport
C_CND_005079,Subaru,Forester
C_CND_005080,Cadillac,Escalade
C_CND_005081,Chrysler,300M
C_CND_005082,Oldsmobile,Aurora
C_CND_005083,Saab,3-Sep
C_CND_005084,Chevrolet,Prizm
C_CND_005085,Infiniti,I30
C_CND_005086,Ford,Escort
C_CND_005087,Mercedes-B,SLK230
C_CND_005088,Volkswagen,Cabrio
C_CND_005089,Saturn,SC
C_CND_005090,Dodge,Caravan
C_CND_005091,Honda,Accord
C_CND_005092,Ford,Taurus
C_CND_005093,Chevrolet,Metro
C_CND_005094,Toyota,Camry
C_CND_005095,Mercury,Sable
C_CND_005096,Lincoln,Town car
C_CND_005097,Chevrolet,Corvette
C_CND_005098,Honda,Accord
C_CND_005099,Plymouth,Prowler
C_CND_005100,Toyota,RAV4
C_CND_005101,Chevrolet,Monte Carlo
C_CND_005102,Honda,CR-V
C_CND_005103,Lincoln,Navigator
C_CND_005104,Nissan,Frontier
C_CND_005105,BMW,528i
C_CND_005106,Mercury,Villager
C_CND_005107,Mitsubishi,3000GT
C_CND_005108,Mercedes-B,E-Class
C_CND_005109,Acura,RL
C_CND_005110,Volkswagen,Jetta
C_CND_005111,Chevrolet,Prizm
C_CND_005112,Toyota,Land Cruiser
C_CND_005113,Saturn,SC
C_CND_005114,Lexus,LS400
C_CND_005115,Mercedes-B,SL-Class
C_CND_005116,Jeep,Cherokee
C_CND_005117,Ford,Focus
C_CND_005118,Buick,Regal
C_CND_005119,Mitsubishi,Montero Sport
C_CND_005120,Mercedes-B,SL-Class
C_CND_005121,Chevrolet,Metro
C_CND_005122,Volkswagen,Cabrio
C_CND_005123,Volkswagen,Jetta
C_CND_005124,BMW,323i
C_CND_005125,Chevrolet,Cavalier
C_CND_005126,Chrysler,LHS
C_CND_005127,Mercedes-B,S-Class
C_CND_005128,Chevrolet,Malibu
C_CND_005129,Chrysler,300M
C_CND_005130,Mercedes-B,SLK230
C_CND_005131,Lexus,LX470
C_CND_005132,Ford,Crown Victoria
C_CND_005133,Oldsmobile,Aurora
C_CND_005134,Plymouth,Voyager
C_CND_005135,Chevrolet,Prizm
C_CND_005136,Nissan,Pathfinder
C_CND_005137,Honda,Odyssey
C_CND_005138,Chrysler,LHS
C_CND_005139,Chevrolet,Lumina
C_CND_005140,Volkswagen,Jetta
C_CND_005141,Ford,Mustang
C_CND_005142,Volvo,S80
C_CND_005143,Chrysler,Sebring Coupe
C_CND_005144,Volvo,S70
C_CND_005145,Mercedes-B,C-Class
C_CND_005146,Oldsmobile,Silhouette
C_CND_005147,Plymouth,Neon
C_CND_005148,Honda,Accord
C_CND_005149,Cadillac,Eldorado
C_CND_005150,Volkswagen,Jetta
C_CND_005151,Dodge,Stratus
C_CND_005152,Hyundai,Sonata
C_CND_005153,Dodge,Durango
C_CND_005154,Dodge,Ram Wagon
C_CND_005155,Nissan,Frontier
C_CND_005156,Volvo,S40
C_CND_005157,Honda,Civic
C_CND_005158,Oldsmobile,Bravada
C_CND_005159,Ford,F-Series
C_CND_005160,Pontiac,Sunfire
C_CND_005161,Volkswagen,Passat
C_CND_005162,Ford,F-Series
C_CND_005163,BMW,328i
C_CND_005164,Chevrolet,Monte Carlo
C_CND_005165,Chrysler,300M
C_CND_005166,Cadillac,Eldorado
C_CND_005167,Plymouth,Voyager
C_CND_005168,Nissan,Pathfinder
C_CND_005169,Mercury,Grand Marquis
C_CND_005170,Ford,Crown Victoria
C_CND_005171,Oldsmobile,Cutlass
C_CND_005172,Chrysler,Concorde
C_CND_005173,Buick,LeSabre
C_CND_005174,Mercury,Grand Marquis
C_CND_005175,Jeep,Grand Cherokee
C_CND_005176,Mitsubishi,Diamante
C_CND_005177,Buick,Regal
C_CND_005178,Ford,Focus
C_CND_005179,Saturn,SC
C_CND_005180,Cadillac,Eldorado
C_CND_005181,Ford,Windstar
C_CND_005182,Pontiac,Sunfire
C_CND_005183,Audi,A6
C_CND_005184,Chrysler,Sebring Coupe
C_CND_005185,Cadillac,Escalade
C_CND_005186,Jeep,Wrangler
C_CND_005187,Acura,TL
C_CND_005188,Chrysler,300M
C_CND_005189,Jeep,Grand Cherokee
C_CND_005190,Toyota,Camry
C_CND_005191,Volvo,S80
C_CND_005192,Lexus,LS400
C_CND_005193,Chevrolet,Camaro
C_CND_005194,Lexus,LS400
C_CND_005195,Dodge,Ram Wagon
C_CND_005196,Honda,Civic
C_CND_005197,Mercedes-B,SL-Class
C_CND_005198,Acura,TL
C_CND_005199,Ford,Crown Victoria
C_CND_005200,Lexus,LS400
C_CND_005201,Ford,F-Series
C_CND_005202,Chevrolet,Camaro
C_CND_005203,Volkswagen,Passat
C_CND_005204,Plymouth,Breeze
C_CND_005205,Chevrolet,Metro
C_CND_005206,Mercedes-B,C-Class
C_CND_005207,Plymouth,Breeze
C_CND_005208,Dodge,Ram Van
C_CND_005209,Chevrolet,Prizm
C_CND_005210,Saab,3-Sep
C_CND_005211,Plymouth,Prowler
C_CND_005212,Chevrolet,Malibu
C_CND_005213,Buick,LeSabre
C_CND_005214,Audi,A6
C_CND_005215,Honda,CR-V
C_CND_005216,Chrysler,LHS
C_CND_005217,Mitsubishi,Diamante
C_CND_005218,Honda,CR-V
C_CND_005219,Volkswagen,GTI
C_CND_005220,Mercury,Cougar
C_CND_005221,Nissan,Pathfinder
C_CND_005222,Oldsmobile,Silhouette
C_CND_005223,Ford,Expedition
C_CND_005224,Mercedes-B,SLK230
C_CND_005225,Dodge,Viper
C_CND_005226,Buick,Regal
C_CND_005227,Mitsubishi,Montero
C_CND_005228,Subaru,Forester
C_CND_005229,Nissan,Quest
C_CND_005230,Cadillac,Catera
C_CND_005231,Mercedes-B,SL-Class
C_CND_005232,Chrysler,Concorde
C_CND_005233,Cadillac,Catera
C_CND_005234,Volkswagen,Beetle
C_CND_005235,Dodge,Viper
C_CND_005236,Subaru,Forester
C_CND_005237,Saturn,SC
C_CND_005238,Cadillac,Escalade
C_CND_005239,Chrysler,300M
C_CND_005240,Pontiac,Grand Prix
C_CND_005241,Ford,Windstar
C_CND_005242,Chrysler,300M
C_CND_005243,Chrysler,Concorde
C_CND_005244,Buick,Park Avenue
C_CND_005245,Mitsubishi,Montero
C_CND_005246,Plymouth,Voyager
C_CND_005247,Acura,TL
C_CND_005248,Mercedes-B,SL-Class
C_CND_005249,Saturn,LW
C_CND_005250,Nissan,Frontier
C_CND_005251,Mitsubishi,Eclipse
C_CND_005252,Dodge,Ram Pickup
C_CND_005253,Jeep,Wrangler
C_CND_005254,Volvo,S70
C_CND_005255,Oldsmobile,Bravada
C_CND_005256,Acura,RL
C_CND_005257,Plymouth,Voyager
C_CND_005258,Mitsubishi,3000GT
C_CND_005259,Cadillac,Eldorado
C_CND_005260,Honda,Civic
C_CND_005261,Chrysler,Sebring Coupe
C_CND_005262,Toyota,Celica
C_CND_005263,Plymouth,Breeze
C_CND_005264,Dodge,Durango
C_CND_005265,Honda,Odyssey
C_CND_005266,Honda,CR-V
C_CND_005267,Dodge,Ram Van
C_CND_005268,Chrysler,LHS
C_CND_005269,Audi,A6
C_CND_005270,Mitsubishi,3000GT
C_CND_005271,Honda,Accord
C_CND_005272,Nissan,Pathfinder
C_CND_005273,Toyota,Tacoma
C_CND_005274,Cadillac,Escalade
C_CND_005275,Mercury,Sable
C_CND_005276,Oldsmobile,Aurora
C_CND_005277,Saab,3-Sep
C_CND_005278,Toyota,Land Cruiser
C_CND_005279,Buick,Century
C_CND_005280,Lexus,LS400
C_CND_005281,Chevrolet,Prizm
C_CND_005282,Honda,Odyssey
C_CND_005283,Dodge,Ram Pickup
C_CND_005284,Chrysler,Sebring Coupe
C_CND_005285,Subaru,Forester
C_CND_005286,Oldsmobile,Bravada
C_CND_005287,Saturn,SW
C_CND_005288,Oldsmobile,Bravada
C_CND_005289,Mitsubishi,Montero Sport
C_CND_005290,BMW,328i
C_CND_005291,Plymouth,Neon
C_CND_005292,Jeep,Cherokee
C_CND_005293,Oldsmobile,Silhouette
C_CND_005294,Volkswagen,Passat
C_CND_005295,Nissan,Frontier
C_CND_005296,Audi,A6
C_CND_005297,Toyota,Sienna
C_CND_005298,Mercedes-B,S-Class
C_CND_005299,Ford,Explorer
C_CND_005300,Saturn,LS
C_CND_005301,Dodge,Durango
C_CND_005302,Mitsubishi,Diamante
C_CND_005303,Dodge,Avenger
C_CND_005304,Cadillac,Escalade
C_CND_005305,Chrysler,Sebring Coupe
C_CND_005306,Chrysler,300M
C_CND_005307,Dodge,Ram Wagon
C_CND_005308,Ford,Expedition
C_CND_005309,Volkswagen,Passat
C_CND_005310,Buick,Regal
C_CND_005311,Plymouth,Voyager
C_CND_005312,Hyundai,Elantra
C_CND_005313,Volvo,S70
C_CND_005314,Saturn,LW
C_CND_005315,Mercury,Villager
C_CND_005316,Lexus,LX470
C_CND_005317,Chevrolet,Cavalier
C_CND_005318,Chrysler,Concorde
C_CND_005319,Volkswagen,GTI
C_CND_005320,Mercury,Grand Marquis
C_CND_005321,Oldsmobile,Intrigue
C_CND_005322,Volkswagen,Passat
C_CND_005323,Plymouth,Breeze
C_CND_005324,Toyota,Avalon
C_CND_005325,Volvo,S80
C_CND_005326,Hyundai,Accent
C_CND_005327,Cadillac,Eldorado
C_CND_005328,Toyota,Land Cruiser
C_CND_005329,Honda,Accord
C_CND_005330,Toyota,4Runner
C_CND_005331,Mitsubishi,Montero Sport
C_CND_005332,Pontiac,Bonneville
C_CND_005333,Mercedes-B,C-Class
C_CND_005334,BMW,323i
C_CND_005335,Mercedes-B,C-Class
C_CND_005336,Mercedes-B,M-Class
C_CND_005337,Audi,A6
C_CND_005338,Oldsmobile,Cutlass
C_CND_005339,Chevrolet,Corvette
C_CND_005340,Ford,Windstar
C_CND_005341,Mercedes-B,SL-Class
C_CND_005342,Plymouth,Neon
C_CND_005343,Dodge,Viper
C_CND_005344,BMW,528i
C_CND_005345,Mercury,Villager
C_CND_005346,Mitsubishi,3000GT
C_CND_005347,Mercedes-B,E-Class
C_CND_005348,Acura,RL
C_CND_005349,Volkswagen,Jetta
C_CND_005350,Porsche,Carrera Coupe
C_CND_005351,Dodge,Ram Wagon
C_CND_005352,Nissan,Frontier
C_CND_005353,Volvo,S40
C_CND_005354,Cadillac,Catera
C_CND_005355,BMW,323i
C_CND_005356,Volkswagen,Jetta
C_CND_005357,Dodge,Avenger
C_CND_005358,Honda,Passport
C_CND_005359,Chevrolet,Prizm
C_CND_005360,Honda,Civic
C_CND_005361,Honda,CR-V
C_CND_005362,Buick,Park Avenue
C_CND_005363,Cadillac,Escalade
C_CND_005364,Jeep,Wrangler
C_CND_005365,Volvo,S40
C_CND_005366,Mercedes-B,SL-Class
C_CND_005367,Chrysler,LHS
C_CND_005368,Chrysler,LHS
C_CND_005369,Audi,A4
C_CND_005370,Pontiac,Grand Am
C_CND_005371,Volkswagen,Cabrio
C_CND_005372,Dodge,Caravan
C_CND_005373,Plymouth,Voyager
C_CND_005374,Cadillac,Eldorado
C_CND_005375,Mercedes-B,CL500
C_CND_005376,Toyota,Celica
C_CND_005377,Mitsubishi,3000GT
C_CND_005378,Plymouth,Voyager
C_CND_005379,Pontiac,Grand Prix
C_CND_005380,Honda,Accord
C_CND_005381,Chevrolet,Metro
C_CND_005382,Ford,Focus
C_CND_005383,Mercedes-B,S-Class
C_CND_005384,Chevrolet,Prizm
C_CND_005385,Dodge,Durango
C_CND_005386,Audi,A4
C_CND_005387,Toyota,Corolla
C_CND_005388,Chrysler,Concorde
C_CND_005389,Nissan,Pathfinder
C_CND_005390,Volvo,S40
C_CND_005391,Oldsmobile,Cutlass
C_CND_005392,Porsche,Carrera Cabrio
C_CND_005393,Ford,Ranger
C_CND_005394,Plymouth,Neon
C_CND_005395,Chevrolet,Malibu
C_CND_005396,Chevrolet,Impala
C_CND_005397,Volkswagen,Cabrio
C_CND_005398,Dodge,Dakota
C_CND_005399,Chrysler,300M
C_CND_005400,Honda,Civic
C_CND_005401,Oldsmobile,Bravada
C_CND_005402,Ford,F-Series
C_CND_005403,Pontiac,Sunfire
C_CND_005404,Volkswagen,Jetta
C_CND_005405,Pontiac,Grand Prix
C_CND_005406,Volkswagen,Jetta
C_CND_005407,Nissan,Xterra
C_CND_005408,Volkswagen,Cabrio
C_CND_005409,Mercury,Sable
C_CND_005410,Jaguar,S-Type
C_CND_005411,Oldsmobile,Alero
C_CND_005412,Lexus,LS400
C_CND_005413,Chevrolet,Lumina
C_CND_005414,Infiniti,I30
C_CND_005415,Jeep,Wrangler
C_CND_005416,Ford,Explorer
C_CND_005417,Nissan,Pathfinder
C_CND_005418,Mercedes-B,M-Class
C_CND_005419,Chrysler,Concorde
C_CND_005420,Chrysler,Sebring Coupe
C_CND_005421,Chevrolet,Monte Carlo
C_CND_005422,Plymouth,Voyager
C_CND_005423,Saab,5-Sep
C_CND_005424,Honda,Civic
C_CND_005425,Volkswagen,Passat
C_CND_005426,Ford,F-Series
C_CND_005427,BMW,328i
C_CND_005428,Chevrolet,Monte Carlo
C_CND_005429,Chrysler,300M
C_CND_005430,Cadillac,Eldorado
C_CND_005431,Plymouth,Voyager
C_CND_005432,Saab,3-Sep
C_CND_005433,Plymouth,Prowler
C_CND_005434,Ford,Ranger
C_CND_005435,Nissan,Quest
C_CND_005436,Pontiac,Grand Am
C_CND_005437,Jeep,Wrangler
C_CND_005438,Ford,Taurus
C_CND_005439,BMW,328i
C_CND_005440,Mitsubishi,Diamante
C_CND_005441,Mercury,Villager
C_CND_005442,Oldsmobile,Bravada
C_CND_005443,Volkswagen,Passat
